# manifest	= https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/manifest.json
# HNG code	= H08
# HNG source ID	= myz
# osid	sid	page	ln	cn	x	y	w	h	char	hng-gid	flg	remarks	img	mx	my	canvas
23285	23285	f2	7	0	2075	393	97	90	希		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23286	23286	f2	7	1	2073	480	110	92	有		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23287	23287	f2	7	2	2089	568	104	82	隨		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23288	23288	f2	7	3	2090	647	103	79	順		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23289	23289	f2	7	4	2071	729	111	71	世		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23290	23290	f2	7	5	2087	799	105	90	間		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23291	23291	f2	7	6	2072	884	102	83	若		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23292	23292	f2	7	7	2079	972	103	70	干		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23293	23293	f2	7	8	2078	1042	101	79	種		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23294	23294	f2	7	9	2085	1120	103	76	性		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23295	23295	f2	7	10	2079	1204	108	65	以		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23296	23296	f2	7	11	2086	1272	94	78	方		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23297	23297	f2	7	12	2091	1348	100	86	便		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23298	23298	f2	7	13	2074	1435	122	67	知		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23299	23299	f2	7	14	2095	1507	95	82	見		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23300	23300	f2	7	15	2091	1595	96	79	而		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23301	23301	f2	7	16	2083	1669	103	85	爲		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23302	23302	f2	8	0	1944	390	120	89	説		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23303	23303	f2	8	1	1959	471	97	81	法		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23304	23304	f2	8	2	1955	557	103	78	拔		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23305	23305	f2	8	3	1965	628	78	82	出		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23306	23306	f2	8	4	1944	711	117	86	衆		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23307	23307	f2	8	5	1963	796	86	78	生		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23308	23308	f2	8	6	1963	870	104	92	處		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23309	23309	f2	8	7	1960	963	105	80	處		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23310	23310	f2	8	8	1953	1038	119	85	貪		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23311	23311	f2	8	9	1941	1124	120	85	著		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23312	23312	f2	8	10	1953	1201	103	85	我		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23313	23313	f2	8	11	1952	1279	93	82	等		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23314	23314	f2	8	12	1963	1360	110	81	於		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23315	23315	f2	8	13	1960	1435	98	83	佛		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23316	23316	f2	8	14	1963	1519	97	66	功		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23317	23317	f2	8	15	1953	1580	110	94	徳		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23318	23318	f2	8	16	1949	1670	109	81	言		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23319	23319	f2	9	0	1816	393	108	70	不		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23320	23320	f2	9	1	1816	453	111	94	能		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23321	23321	f2	9	2	1817	544	100	79	宣		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23322	23322	f2	9	3	1824	627	92	83	唯		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23323	23323	f2	9	4	1813	707	114	83	佛		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23324	23324	f2	9	5	1813	791	105	74	世		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23325	23325	f2	9	6	1803	863	125	101	尊		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23326	23326	f2	9	7	1808	965	111	85	能		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23327	23327	f2	9	8	1803	1048	120	65	知		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23328	23328	f2	9	9	1819	1107	105	89	我		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23329	23329	f2	9	10	1813	1190	106	90	等		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23330	23330	f2	9	11	1827	1275	103	74	深		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23331	23331	f2	9	12	1824	1351	98	69	心		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23332	23332	f2	9	13	1823	1420	115	85	本		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23333	23333	f2	9	14	1815	1504	115	85	願		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23334	23334	f2	9	15	1814	1587	126	75	爾		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23335	23335	f2	9	16	1823	1660	103	87	時		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23336	23336	f2	10	0	1697	392	105	79	佛		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23337	23337	f2	10	1	1683	474	109	82	告		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23338	23338	f2	10	2	1680	553	117	85	諸		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23339	23339	f2	10	3	1704	631	84	74	比		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23340	23340	f2	10	4	1683	714	106	70	丘		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23341	23341	f2	10	5	1701	785	91	75	汝		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23342	23342	f2	10	6	1683	859	111	92	等		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23343	23343	f2	10	7	1700	944	101	84	見		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23344	23344	f2	10	8	1681	1024	127	91	是		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23345	23345	f2	10	9	1703	1113	85	76	富		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23346	23346	f2	10	10	1689	1185	109	89	樓		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23347	23347	f2	10	11	1689	1271	111	83	那		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23348	23348	f2	10	12	1701	1352	94	79	彌		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23349	23349	f2	10	13	1703	1430	89	95	多		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23350	23350	f2	10	14	1695	1521	111	85	羅		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23351	23351	f2	10	15	1694	1602	97	75	尼		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23352	23352	f2	10	16	1718	1675	82	81	子		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23353	23353	f2	11	0	1556	390	111	75	不		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23354	23354	f2	11	1	1561	462	103	91	我		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23355	23355	f2	11	2	1569	547	94	86	常		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23356	23356	f2	11	3	1558	630	110	85	稱		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23357	23357	f2	11	4	1558	714	111	82	其		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23358	23358	f2	11	5	1567	794	108	82	於		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23359	23359	f2	11	6	1556	877	126	76	説		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23360	23360	f2	11	7	1567	946	97	77	法		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23361	23361	f2	11	8	1563	1020	113	70	人		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23362	23362	f2	11	9	1573	1095	95	78	中		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23363	23363	f2	11	10	1568	1168	101	96	最		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23364	23364	f2	11	11	1578	1266	93	81	爲		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23365	23365	f2	11	12	1574	1346	101	98	第		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23366	23366	f2	11	13	1567	1444	116	50	一		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23367	23367	f2	11	14	1563	1509	111	81	亦		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23368	23368	f2	11	15	1575	1589	105	92	常		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23369	23369	f2	11	16	1582	1675	98	77	歎		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23370	23370	f2	12	0	1420	388	109	86	其		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23371	23371	f2	12	1	1433	476	98	80	種		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23372	23372	f2	12	2	1426	557	108	84	種		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23373	23373	f2	12	3	1437	647	100	74	功		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23374	23374	f2	12	4	1440	712	107	91	徳		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23375	23375	f2	12	5	1429	802	103	88	精		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23376	23376	f2	12	6	1445	888	93	90	懃		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23377	23377	f2	12	7	1427	972	125	86	護		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23378	23378	f2	12	8	1447	1052	95	84	持		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23379	23379	f2	12	9	1456	1131	85	70	助		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23380	23380	f2	12	10	1452	1197	95	80	宣		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23381	23381	f2	12	11	1448	1273	105	85	我		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23382	23382	f2	12	12	1452	1356	97	77	法		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23383	23383	f2	12	13	1439	1431	113	90	能		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23384	23384	f2	12	14	1451	1525	105	75	於		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23385	23385	f2	12	15	1453	1607	95	57	四		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23386	23386	f2	12	16	1451	1663	106	94	衆		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23387	23387	f2	13	0	1303	389	94	74	示		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23388	23388	f2	13	1	1292	464	129	95	教		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23389	23389	f2	13	2	1301	558	100	82	利		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23390	23390	f2	13	3	1292	637	120	79	喜		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23391	23391	f2	13	4	1294	719	120	79	具		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23392	23392	f2	13	5	1317	795	99	85	足		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23393	23393	f2	13	6	1313	874	101	78	解		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23394	23394	f2	13	7	1305	957	117	85	釋		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23395	23395	f2	13	8	1311	1042	108	82	佛		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23396	23396	f2	13	9	1323	1122	99	66	之		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23397	23397	f2	13	10	1334	1188	76	72	正		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23398	23398	f2	13	11	1325	1266	85	74	法		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23399	23399	f2	13	12	1323	1350	95	84	而		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23400	23400	f2	13	13	1318	1432	104	85	大		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23401	23401	f2	13	14	1305	1517	117	87	饒		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23402	23402	f2	13	15	1313	1603	115	75	益		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23403	23403	f2	13	16	1321	1680	95	77	同		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23404	23404	f2	14	0	1176	382	105	101	梵		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23405	23405	f2	14	1	1183	478	96	81	行		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23406	23406	f2	14	2	1177	553	101	85	者		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23407	23407	f2	14	3	1200	637	73	71	自		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23408	23408	f2	14	4	1183	707	112	80	捨		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
23409	23409	f2	14	5	1172	792	108	66	如		0		https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/f2/info.json	3340	2150	https://gallica.bnf.fr/iiif/ark:/12148/btv1b83019074/canvas/f2
